query;clicks;conv_rate_fci;fci_conv;fci_ogp;gp_user_fci;gppi_fci;impressions;lci_conv;lci_ogp;search_ctr;search_counts;unique_users
lip flip;677;0.003;6;156.60710144;0.247014356;0.012713679;12318;6;156.60710144;0.3315;2042;634
lip fillers;826;0.003;7;252.478193283;0.454915664;0.019963485;12647;6;114.78719902;0.3515;2350;555
lip filler;7262;0.004;69;7549.825731277;1.654212474;0.075815926;99581;66;7371.566331863;0.4017;18079;4564
lip fill;118;0.004;2;204.379898071;0.604674255;0.130095416;1571;2;204.379898071;0.256;461;338
lip filer;32;0.01;1;38.630001068;0.990512848;0.049335889;783;1;38.630001068;0.3232;99;39
lip fi;29;0.0;0;0.0;0.0;0.0;626;0;0.0;0.1472;197;179
lip f;47;0.0;0;0.0;0.0;0.0;740;0;0.0;0.1599;294;278
lip enhancement;58;0.006;1;179.095001221;4.070340937;0.176101279;1017;1;179.095001221;0.3625;160;44
lip blushing;386;0.004;4;144.21020174;0.485556235;0.023625525;6104;3;120.789402485;0.3631;1063;297
lip blush;698;0.004;5;401.491802216;0.996257574;0.048968387;8199;5;401.491802216;0.483;1445;403
lip augmentation;17;0.0;0;0.0;0.0;0.0;440;0;0.0;0.2881;59;19
lip;1730;0.003;16;1400.821901321;0.450425049;0.054067;25909;15;1543.005994797;0.2815;6145;3110
lion king;4;0.0;0;0.0;0.0;0.0;1089;0;0.0;0.0165;243;123
lion country safari;17;0.0;0;0.0;0.0;0.0;2942;0;0.0;0.0298;571;199
lion country;3;0.0;0;0.0;0.0;0.0;1083;0;0.0;0.0112;267;183
lion;7;0.0;0;0.0;0.0;0.0;784;0;0.0;0.0256;273;222
lio;0;0.0;0;0.0;0.0;0.0;723;0;0.0;0.0;240;214
linq high roller;19;0.0;0;0.0;0.0;0.0;579;0;0.0;0.25;76;31
linq;315;0.016;11;69.2321015;0.17982364;0.023216667;2982;15;71.886201501;0.4462;706;385
lingerie;361;0.012;16;48.239300251;0.20882814;0.004384594;11002;15;45.600100279;0.2627;1374;231
lingere;9;0.013;1;2.420000076;0.186153852;0.00311054;778;1;2.420000076;0.12;75;13
linger;20;0.0;0;0.0;0.0;0.0;360;0;0.0;0.198;101;77
ling;33;0.0;0;0.0;0.0;0.0;699;0;0.0;0.2037;162;124
line dancing;22;0.0;0;0.0;0.0;0.0;1275;0;0.0;0.11;200;59
line dance;15;0.0;0;0.0;0.0;0.0;411;0;0.0;0.2459;61;19
lincoln city;39;0.0;0;0.0;0.0;0.0;464;0;0.0;0.3786;103;26
lincoln;9;0.0;0;0.0;0.0;0.0;468;0;0.0;0.0891;101;43
lin;40;0.005;2;-0.039599985;-0.000105882;-3.545209032e-05;1117;0;0.0;0.0932;429;374
limousine;74;0.0;0;0.0;0.0;0.0;848;0;0.0;0.4596;161;85
limo service;24;0.0;0;0.0;0.0;0.0;561;0;0.0;0.2526;95;42
limo rental;13;0.0;0;0.0;0.0;0.0;591;0;0.0;0.1262;103;25
limo;498;0.002;3;13.829898834;0.025099635;0.001820442;7597;3;13.829898834;0.3392;1468;551
lim;16;0.0;0;0.0;0.0;0.0;489;0;0.0;0.0952;168;152
lil wayne;3;0.0;0;0.0;0.0;0.0;1437;0;0.0;0.0112;268;139
lil;9;0.005;1;28.030000687;0.164882357;0.052986769;529;1;28.030000687;0.0469;192;170
liki tiki;1;0.0;0;0.0;0.0;0.0;416;0;0.0;0.0128;78;41
lights;12;0.0;0;0.0;0.0;0.0;699;0;0.0;0.1154;104;43
lighting;7;0.0;0;0.0;0.0;0.0;925;0;0.0;0.0745;94;13
lighted trees;1;0.0;0;0.0;0.0;0.0;431;0;0.0;0.0417;24;1
light therapy;27;0.015;2;16.048000336;0.341446816;0.024996885;642;2;16.048000336;0.203;133;47
light show;5;0.0;0;0.0;0.0;0.0;369;0;0.0;0.0943;53;14
light rx;15;0.0;0;0.0;0.0;0.0;707;0;0.0;0.1339;112;44
light blue;87;0.066;10;93.212201118;1.528068871;0.135877844;686;10;93.212201118;0.5724;152;61
light;26;0.003;1;11.750100136;0.042419134;0.006867388;1711;1;11.750100136;0.0639;407;277
lift tickets;53;0.003;2;34.692601204;0.171745551;0.012181391;2848;2;34.692601204;0.0873;607;202
lift ticket;59;0.013;5;60.134200096;0.400894667;0.031077106;1935;5;60.134200096;0.1494;395;150
lift;61;0.003;1;35.061401367;0.150478117;0.019024092;1843;0;0.0;0.1521;401;233
lifetime fitness;1;0.0;0;0.0;0.0;0.0;447;0;0.0;0.0118;85;37
lifetime;24;0.008;2;5.923199654;0.052417696;0.004613084;1284;2;5.923199654;0.0968;248;113
life coach;27;0.01;1;10.964400291;0.28853685;0.019035417;576;1;10.964400291;0.2755;98;38
life;4;0.0;0;0.0;0.0;0.0;526;0;0.0;0.0198;202;182
lids;10;0.0;0;0.0;0.0;0.0;585;0;0.0;0.0641;156;104
license;38;0.0;0;0.0;0.0;0.0;1614;0;0.0;0.19;200;83
liberty science center;23;0.0;0;0.0;0.0;0.0;2433;0;0.0;0.0567;406;138
liberty science;10;0.0;0;0.0;0.0;0.0;859;0;0.0;0.0617;162;100
liberty;59;0.029;8;111.325699806;0.643501155;0.093866526;1186;7;94.689099312;0.2138;276;173
li;80;0.0;1;83.430900574;0.040402373;0.016121913;5175;2;190.07849884;0.0343;2329;2065
lga parking;33;0.026;2;37.352899551;1.131906047;0.092687096;403;1;28.5583992;0.4231;78;33
lga;42;0.0;0;0.0;0.0;0.0;382;0;0.0;0.5385;78;36
lexington;3;0.0;0;0.0;0.0;0.0;565;1;48.413600922;0.0319;94;39
level 99;8;0.0;0;0.0;0.0;0.0;992;0;0.0;0.043;186;53
lessons;29;0.0;0;0.0;0.0;0.0;1711;0;0.0;0.1306;222;51
lesson;17;0.0;0;0.0;0.0;0.0;759;0;0.0;0.1667;102;24
legoland florida;35;0.0;0;0.0;0.0;0.0;753;0;0.0;0.2201;159;47
legoland;2216;0.011;44;1047.533699751;0.446138714;0.07442513;14075;46;1029.608499289;0.5642;3928;2348
legolan;78;0.01;2;47.001199722;0.243529532;0.088681509;530;2;47.001199722;0.375;208;193
legola;56;0.007;1;31.246700287;0.228078104;0.073695048;424;1;31.246700287;0.3916;143;137
legol;185;0.015;5;188.680397987;0.616602608;0.17294262;1091;6;212.819598198;0.5522;335;306
lego land;245;0.003;3;69.567998886;0.158469246;0.018822511;3696;3;69.567998886;0.2816;870;439
lego;1670;0.01;35;570.009304047;0.219910997;0.045853858;12431;44;640.53750515;0.4623;3612;2592
leging;0;0.0;0;0.0;0.0;0.0;432;0;0.0;0.0;34;2
leggins;6;0.035;2;3.959399939;0.359945449;0.00801498;494;2;3.959399939;0.1053;57;11
leggings;167;0.003;2;7.55700016;0.072663463;0.001916561;3943;2;7.55700016;0.2557;653;104
legging;21;0.0;0;0.0;0.0;0.0;513;0;0.0;0.42;50;19
legacy box;8;0.006;1;3.434299946;0.067339215;0.003880565;885;1;3.434299946;0.05;160;51
legacy;45;0.032;6;157.965298653;1.205841974;0.262400828;602;6;157.965298653;0.2394;188;131
leg waxing;160;0.007;2;23.43500042;0.312466672;0.013916271;1684;3;49.970999718;0.5694;281;75
leg wax;460;0.015;10;203.593192816;1.033467984;0.057822548;3521;10;203.593192816;0.6686;688;197
leg pain;0;0.0;0;0.0;0.0;0.0;374;0;0.0;0.0;32;1
leg massager;3;0.0;0;0.0;0.0;0.0;513;0;0.0;0.0556;54;5
leg massage;5;0.0;0;0.0;0.0;0.0;439;0;0.0;0.0602;83;32
leg;101;0.001;1;24.139200211;0.031637222;0.012372732;1951;1;24.139200211;0.119;849;763
led mask;5;0.014;1;10.79640007;0.719760005;0.019210676;562;1;10.79640007;0.0685;73;15
led lights;19;0.011;1;2.699399948;0.245399995;0.002721169;992;1;2.699399948;0.2135;89;11
led face mask;4;0.0;0;0.0;0.0;0.0;1126;0;0.0;0.0381;105;6
led;6;0.0;0;0.0;0.0;0.0;794;0;0.0;0.0297;202;135
leavenworth;56;0.006;1;5.04279995;0.105058332;0.007142776;706;1;5.04279995;0.3164;177;48
leather handbag;3;0.0;0;0.0;0.0;0.0;398;0;0.0;0.1;30;3
leather backpack;12;0.0;0;0.0;0.0;0.0;442;0;0.0;0.0938;128;4
leather;22;0.003;1;2.599400043;0.022408621;0.001837032;1415;0;0.0;0.0726;303;116
learning;78;0.0;0;0.0;0.0;0.0;3053;0;0.0;0.197;396;55
learn to carve gemstone and diamond by hand;0;0.0;0;0.0;0.0;0.0;361;0;0.0;0.0;38;1
learn how to make custom jewelry;0;0.0;0;0.0;0.0;0.0;440;0;0.0;0.0;41;1
learn;28;0.0;0;0.0;0.0;0.0;1204;0;0.0;0.134;209;58
lea;19;0.004;1;26.464700699;0.118675788;0.038861528;681;1;26.464700699;0.0734;259;223
le;222;0.002;3;34.368999004;0.026539768;0.009219152;3728;1;9.724499702;0.1514;1466;1295
lazer treatment;24;0.0;0;0.0;0.0;0.0;398;0;0.0;0.4068;59;21
lazer tag;93;0.016;8;168.570201159;0.776821203;0.078259146;2154;7;102.229502201;0.1902;489;217
lazer lipo;43;0.03;3;69.40019989;1.57727727;0.143388843;484;3;69.40019989;0.4257;101;44
lazer hair removal;303;0.006;5;335.849600792;1.506052021;0.082336259;4079;6;422.071600914;0.3755;807;223
lazer hair;132;0.0;0;0.0;0.0;0.0;1406;0;0.0;0.4664;283;179
lazer facial;37;0.0;0;0.0;0.0;0.0;884;0;0.0;0.2662;139;33
lazer;28;0.001;1;7.408500195;0.007590676;0.001758903;4212;1;7.408500195;0.0213;1313;976
laz;47;0.02;7;48.526299;0.163388212;0.04158209;1167;7;48.526299;0.1343;350;297
lax parking;211;0.034;16;88.218100071;0.569149033;0.031472744;2803;13;75.186100245;0.4489;470;155
lax;63;0.014;3;24.393599987;0.2178;0.026572549;918;2;12.082399845;0.2972;212;112
lawncare;0;0.0;0;0.0;0.0;0.0;363;0;0.0;0.0;37;9
lawn service;3;0.0;0;0.0;0.0;0.0;392;0;0.0;0.0455;66;12
lawn mower;1;0.0;0;0.0;0.0;0.0;577;0;0.0;0.0111;90;10
lawn care;9;0.0;0;0.0;0.0;0.0;585;0;0.0;0.1125;80;32
lawn;32;0.0;0;0.0;0.0;0.0;1288;0;0.0;0.1368;234;80
law;3;0.0;0;0.0;0.0;0.0;380;0;0.0;0.0313;96;69
laundry;41;0.0;0;0.0;0.0;0.0;1513;0;0.0;0.1486;276;122
launch trampoline park;13;0.011;1;7.503799915;0.258751721;0.015931635;471;1;7.503799915;0.1477;88;29
launch trampoline;21;0.057;5;42.779099703;1.096899992;0.101613063;421;3;31.815099955;0.2386;88;39
launch;387;0.091;91;1269.64618969;2.181522663;0.335175868;3788;82;994.869492054;0.3866;1001;582
laughlin;94;0.005;1;35.817100525;0.53458359;0.035888878;998;1;35.817100525;0.4845;194;67
laugh factory;25;0.0;0;0.0;0.0;0.0;818;0;0.0;0.1506;166;70
laugh;31;0.008;1;23.116800308;0.228879211;0.061317773;377;2;32.636800766;0.246;126;101
lauggage;8;0.0;0;0.0;0.0;0.0;506;0;0.0;0.2857;28;1
lau;25;0.043;10;152.944300652;0.746069759;0.231733789;660;10;128.520801783;0.1078;232;205
latte art;14;0.0;0;0.0;0.0;0.0;558;0;0.0;0.1842;76;25
lattafa;45;0.0;0;0.0;0.0;0.0;1004;0;0.0;0.2961;152;54
latisse;141;0.034;8;141.896705627;0.985393789;0.190210061;746;10;175.932907104;0.5949;237;144
latin dance;28;0.0;0;0.0;0.0;0.0;497;0;0.0;0.3043;92;36
lasvegas;59;0.0;0;0.0;0.0;0.0;844;0;0.0;0.4609;128;45
lasik;579;0.004;4;1033.89902401;1.980649471;0.377060184;2742;4;1033.89902401;0.5908;980;522
lashes extensions;65;0.009;1;36.032001495;1.286857196;0.046613197;773;1;36.032001495;0.5508;118;28
lashes extension;55;0.014;1;30.587499619;2.039166641;0.063591475;481;1;30.587499619;0.7746;71;15
lashes and brows;17;0.0;0;0.0;0.0;0.0;436;0;0.0;0.2537;67;9
lashes;5880;0.014;203;5332.131892204;1.406152925;0.062383816;85473;187;4815.57609272;0.4028;14597;3792
lashe;35;0.005;1;35.998001099;0.187489589;0.059013117;610;1;35.998001099;0.1651;212;192
lash tint and lift;26;0.047;4;81.416999817;2.713899994;0.16316032;499;4;81.416999817;0.3059;85;30
lash tint;172;0.016;6;140.828501701;0.920447724;0.074868954;1881;5;100.002200127;0.4699;366;153
lash perm;74;0.018;4;87.229299545;1.301929844;0.062129131;1404;4;87.229299545;0.3394;218;67
lash lounge;8;0.0;0;0.0;0.0;0.0;590;0;0.0;0.069;116;33
lash lift and tint;494;0.024;31;734.013409615;1.967864369;0.115774986;6340;29;679.213507652;0.3818;1294;373
lash lift;2682;0.02;124;2709.586903095;1.417147962;0.082310729;32919;118;2625.477200985;0.4271;6280;1912
lash extentions;62;0.014;3;65.773099899;1.153914033;0.056120392;1172;1;25.582700729;0.2897;214;57
lash extention;77;0.0;0;0.0;0.0;0.0;583;0;0.0;1.0267;75;34
lash extensions;2013;0.014;64;1361.19799757;1.231853391;0.055292794;24618;60;1347.502200127;0.4419;4555;1105
lash extension;552;0.015;16;482.447900772;1.698760214;0.075796999;6365;16;493.071399689;0.5097;1083;284
lash exten;21;0.0;0;0.0;0.0;0.0;384;0;0.0;0.1826;115;96
lash ext;38;0.007;1;24.61000061;0.236634621;0.03290107;748;1;24.61000061;0.2517;151;104
lash ex;52;0.0;0;0.0;0.0;0.0;839;0;0.0;0.2105;247;211
lash;2298;0.011;76;1891.491793156;0.597061803;0.060640286;31192;75;1871.133691311;0.3403;6753;3168
lasers;12;0.0;0;0.0;0.0;0.0;387;0;0.0;0.1622;74;28
laser treatment face;14;0.0;0;0.0;0.0;0.0;688;0;0.0;0.1707;82;3
laser treatment;124;0.003;1;68.137702942;0.582373529;0.032034651;2127;0;0.0;0.3147;394;117
laser toe fungus removal;30;0.0;0;0.0;0.0;0.0;861;0;0.0;0.1299;231;62
laser therapy;27;0.0;0;0.0;0.0;0.0;876;0;0.0;0.1971;137;30
laser teeth whitening;81;0.018;3;66.706400871;1.282815401;0.06650688;1003;3;66.706400871;0.4939;164;52
laser teeth;27;0.0;0;0.0;0.0;0.0;436;0;0.0;0.2368;114;30
laser tattoo removal;217;0.013;7;372.403697968;2.046174165;0.128725786;2893;7;372.403697968;0.4165;521;182
laser tattoo;164;0.017;5;185.27299881;1.096289934;0.140358332;1320;3;113.262599945;0.5485;299;169
laser tatoo removal;34;0.0;0;0.0;0.0;0.0;434;0;0.0;0.4595;74;34
laser tag;593;0.019;49;661.146004677;0.630864508;0.052534446;12585;48;615.444100857;0.2279;2602;1048
laser t;8;0.0;0;0.0;0.0;0.0;368;2;8.840000153;0.0544;147;131
laser skin tightening;41;0.0;0;0.0;0.0;0.0;533;0;0.0;0.4271;96;31
laser skin resurfacing;126;0.0;0;0.0;0.0;0.0;1657;0;0.0;0.3739;337;73
laser skin rejuvenation;15;0.0;0;0.0;0.0;0.0;385;0;0.0;0.3947;38;8
laser skin;218;0.002;1;6.479000092;0.029316742;0.002341525;2767;1;6.479000092;0.4413;494;221
laser scar removal;38;0.014;2;58.570898056;1.464272451;0.06858419;854;1;38.815898895;0.2639;144;40
laser scar;72;0.005;1;99.107398987;1.869950924;0.121158189;818;1;99.107398987;0.3892;185;53
laser resurfacing;299;0.004;3;410.754089355;2.184862177;0.097985231;4192;2;439.419090271;0.3843;778;188
laser removal;242;0.007;4;248.656303406;1.396945525;0.09125002;2725;3;154.845703125;0.4376;553;178
laser permanent hair removal;10;0.0;0;0.0;0.0;0.0;454;0;0.0;0.2041;49;1
laser nail;22;0.0;0;0.0;0.0;0.0;446;0;0.0;0.2529;87;29
laser loft;43;0.029;4;245.768407822;5.461520174;0.363562733;676;6;426.636514664;0.3071;140;45
laser liposuction;82;0.016;2;76.93629837;1.672528225;0.107153619;718;2;76.93629837;0.6667;123;46
laser lipo;1754;0.009;31;1818.630206108;1.760532629;0.101992609;17831;30;1833.309905052;0.4847;3619;1033
laser lip;30;0.007;1;46.569099426;0.495415951;0.113031795;412;1;46.569099426;0.2158;139;94
laser ipl;34;0.012;1;98.630096436;4.696671259;0.208520288;473;1;98.630096436;0.4096;83;21
laser hair temoval;55;0.008;1;171.651397705;3.731552124;0.246625571;696;1;171.651397705;0.4508;122;46
laser hair remover;45;0.009;1;93.810600281;3.026148396;0.166922776;562;1;93.810600281;0.3814;118;31
laser hair removel;57;0.0;0;0.0;0.0;0.0;561;0;0.0;0.7808;73;27
laser hair remove;14;0.0;0;0.0;0.0;0.0;463;0;0.0;0.1414;99;27
laser hair removal on staten island;1;0.0;0;0.0;0.0;0.0;362;0;0.0;0.0526;19;1
laser hair removal full body;61;0.0;0;0.0;0.0;0.0;668;0;0.0;0.4122;148;30
laser hair removal for face;24;0.0;0;0.0;0.0;0.0;361;0;0.0;0.4364;55;9
laser hair removal;10183;0.009;223;16703.672511101;2.705924593;0.138038895;121007;199;15070.756928444;0.421;24188;6173
laser hair remova;37;0.005;1;69.262298584;0.386940216;0.101706753;681;0;0.0;0.1754;211;179
laser hair remov;82;0.008;2;108.095703125;0.502770712;0.109408606;988;2;108.095703125;0.3142;261;215
laser hair remo;23;0.0;0;0.0;0.0;0.0;821;0;0.0;0.0881;261;244
laser hair remival;106;0.005;1;28.347200394;0.292239179;0.021839137;1298;1;28.347200394;0.4818;220;97
laser hair rem;40;0.009;2;70.797100067;0.332380751;0.082036037;863;0;0.0;0.1732;231;213
laser hair re;55;0.0;0;0.0;0.0;0.0;1566;0;0.0;0.1256;438;394
laser hair;3390;0.011;88;6256.349349022;1.706121993;0.166604957;37552;82;5819.606545448;0.4183;8104;3667
laser hai;60;0.0;0;0.0;0.0;0.0;1259;0;0.0;0.1567;383;362
laser ha;67;0.0;0;0.0;0.0;0.0;1700;0;0.0;0.139;482;439
laser h;86;0.003;1;65.01599884;0.197018178;0.049441824;1315;1;65.01599884;0.2363;364;330
laser genesis;204;0.006;3;147.092903137;1.456365378;0.053585757;2745;3;147.092903137;0.3938;518;101
laser fungus;24;0.021;2;71.02230072;2.152190931;0.164403474;432;2;71.02230072;0.25;96;33
laser full body;78;0.0;0;0.0;0.0;0.0;619;0;0.0;0.7647;102;30
laser for face;16;0.0;0;0.0;0.0;0.0;442;0;0.0;0.2192;73;20
laser fat;47;0.0;0;0.0;0.0;0.0;520;0;0.0;0.5595;84;41
laser facials;49;0.011;2;16.86579895;0.443836814;0.014859735;1135;2;16.86579895;0.2737;179;38
laser facial;911;0.004;8;638.742498398;1.017105889;0.049940774;12790;8;638.742498398;0.4017;2268;628
laser facelift;26;0.0;0;0.0;0.0;0.0;362;0;0.0;0.4333;60;13
laser face;260;0.005;3;247.373800278;1.446630411;0.070779342;3495;2;91.616399765;0.4187;621;171
laser dark spot removal;18;0.008;2;58.602800369;1.273973921;0.034071396;1720;2;58.602800369;0.0674;267;46
laser co2;84;0.011;2;292.506698608;5.416790715;0.246425188;1187;1;174.749298096;0.4468;188;54
laser bounce;95;0.11;13;197.235900402;3.130728578;0.495567589;398;14;186.629501104;0.8051;118;63
laser away;62;0.004;2;176.23110199;0.890056071;0.061064138;2886;2;176.23110199;0.1197;518;198
laser acne;22;0.0;0;0.0;0.0;0.0;368;0;0.0;0.3492;63;24
laser;9625;0.008;216;17193.457910061;1.419187611;0.134963914;127393;200;16307.899994373;0.3446;27932;12115
lase;113;0.005;4;213.755102158;0.288858246;0.092937001;2300;5;207.404702187;0.1404;805;740
las. egas;17;0.0;0;0.0;0.0;0.0;694;0;0.0;0.2881;59;12
las vegas, nv;8;0.0;0;0.0;0.0;0.0;569;0;0.0;0.1053;76;18
las vegas things to do;7;0.0;0;0.0;0.0;0.0;474;0;0.0;0.1029;68;13
las vegas strip;84;0.0;0;0.0;0.0;0.0;3698;1;18.479999542;0.1625;517;82
las vegas sphere;20;0.0;0;0.0;0.0;0.0;1224;0;0.0;0.1316;152;32
las vegas shows;81;0.0;0;0.0;0.0;0.0;5745;0;0.0;0.1159;699;98
las vegas show;12;0.0;0;0.0;0.0;0.0;1572;0;0.0;0.0594;202;35
las vegas restaurants;1;0.0;0;0.0;0.0;0.0;361;0;0.0;0.027;37;8
las vegas nv;11;0.0;0;0.0;0.0;0.0;437;0;0.0;0.1864;59;13
las vegas nevada;21;0.012;1;15.584600449;0.820242129;0.028284211;551;1;15.584600449;0.253;83;19
las vegas hotels;388;0.0;0;0.0;0.0;0.0;5208;0;0.0;0.4814;806;157
las vegas hotel;297;0.0;0;0.0;0.0;0.0;4035;0;0.0;0.4446;668;158
las vegas events;0;0.0;0;0.0;0.0;0.0;497;0;0.0;0.0;38;5
las vegas entertainment;3;0.0;0;0.0;0.0;0.0;480;0;0.0;0.0556;54;10
las vegas breakfast on the strip;4;0.0;0;0.0;0.0;0.0;376;0;0.0;0.1026;39;1
las vegas atv;21;0.026;2;78.879997253;2.390302947;0.179681087;439;1;39.439998627;0.2763;76;33
las vegas attractions;7;0.015;1;11.314599991;0.595505263;0.017353681;652;1;11.314599991;0.1029;68;19
las vegas activities;22;0.028;2;25.960000038;1.854285717;0.038746269;670;1;8.039999962;0.3099;71;14
las vega;12;0.0;0;0.0;0.0;0.0;758;0;0.0;0.0609;197;143
las veg;15;0.0;0;0.0;0.0;0.0;691;0;0.0;0.0725;207;178
las ve;37;0.0;0;0.0;0.0;0.0;1125;0;0.0;0.1014;365;296
las vagas;24;0.0;0;0.0;0.0;0.0;614;0;0.0;0.24;100;34
las v;29;0.0;0;0.0;0.0;0.0;1129;0;0.0;0.0863;336;261
las begas;32;0.0;0;0.0;0.0;0.0;631;0;0.0;0.2909;110;55
las;189;0.0;2;383.237609863;0.080259185;0.025432186;15069;2;383.237609863;0.0328;5767;4775
laquinta;33;0.0;0;0.0;0.0;0.0;359;0;0.0;0.4853;68;30
laptops;71;0.0;0;0.0;0.0;0.0;2967;0;0.0;0.1431;496;98
laptop bag;12;0.0;0;0.0;0.0;0.0;681;0;0.0;0.1739;69;18
laptop;553;0.002;7;112.798799992;0.170907273;0.005711332;19750;6;94.399599552;0.1724;3207;660
lap;7;0.004;1;72.533798218;0.294852838;0.116801607;621;1;72.533798218;0.0252;278;246
lantern;4;0.012;1;2.699399948;0.079394116;0.007048042;383;1;2.699399948;0.0494;81;34
language;25;0.008;1;1.659999967;0.039523809;0.001869369;888;1;1.659999967;0.1923;130;42
landscaping;17;0.0;0;0.0;0.0;0.0;841;0;0.0;0.1141;149;42
landscape;9;0.0;0;0.0;0.0;0.0;377;0;0.0;0.1233;73;21
lancome;25;0.011;1;32.354999542;0.829615373;0.067688284;478;1;32.354999542;0.2632;95;39
lancaster pa;8;0.0;0;0.0;0.0;0.0;1091;0;0.0;0.0584;137;24
lancaster;49;0.0;0;0.0;0.0;0.0;1250;0;0.0;0.2344;209;83
lan;15;0.0;0;0.0;0.0;0.0;655;0;0.0;0.0607;247;224
lamps;10;0.015;1;2.080600023;0.122388237;0.002781551;748;1;2.080600023;0.1493;67;17
lamp;11;0.0;0;0.0;0.0;0.0;902;0;0.0;0.0957;115;45
lamination;127;0.011;4;76.806200504;0.7918165;0.041993549;1829;4;76.806200504;0.3442;369;97
lala;72;0.056;6;55.721699715;0.819436761;0.124936546;446;6;55.721699715;0.6667;108;68
lakers;2;0.0;0;0.0;0.0;0.0;664;0;0.0;0.0138;145;91
lakeland;2;0.0;0;0.0;0.0;0.0;378;0;0.0;0.0282;71;23
lake tahoe;213;0.002;1;56.107601166;0.40657682;0.016854191;3329;1;56.107601166;0.4026;529;138
lake pleasant;7;0.0;0;0.0;0.0;0.0;436;0;0.0;0.1186;59;22
lake placid;38;0.0;0;0.0;0.0;0.0;742;0;0.0;0.3167;120;29
lake las vegas;14;0.0;0;0.0;0.0;0.0;666;0;0.0;0.1489;94;33
lake havasu;15;0.0;0;0.0;0.0;0.0;459;0;0.0;0.1807;83;24
lake george;44;0.0;0;0.0;0.0;0.0;1651;1;65.453399658;0.1767;249;69
lake geneva;194;0.0;0;0.0;0.0;0.0;3005;0;0.0;0.3857;503;136
lake charles;14;0.0;0;0.0;0.0;0.0;442;0;0.0;0.1707;82;20
lake;54;0.002;1;2.5546;0.005529437;0.001170761;2182;1;2.5546;0.0894;604;462
laguna beach;49;0.0;0;0.0;0.0;0.0;845;0;0.0;0.2784;176;28
laguna;18;0.0;0;0.0;0.0;0.0;435;0;0.0;0.2222;81;30
lagoon;13;0.0;0;0.0;0.0;0.0;1914;0;0.0;0.038;342;155
lafayette;7;0.0;0;0.0;0.0;0.0;371;0;0.0;0.1167;60;23
lady perfume;7;0.0;0;0.0;0.0;0.0;393;0;0.0;0.0737;95;4
ladies wallet;16;0.012;1;2.862099886;0.715524971;0.007632266;375;1;2.862099886;0.1951;82;4
ladies shoes;5;0.029;1;2.519200087;1.259600043;0.005394433;467;1;2.519200087;0.1429;35;2
ladies gift that loves wine;7;0.0;0;0.0;0.0;0.0;493;0;0.0;0.3043;23;1
ladies dress;2;0.0;0;0.0;0.0;0.0;437;0;0.0;0.1;20;1
ladies active wear;0;0.0;0;0.0;0.0;0.0;413;0;0.0;0.0;34;1
ladies;23;0.007;1;36.404998779;0.337083322;0.089447171;407;1;36.404998779;0.1575;146;108
lad;5;0.0;0;0.0;0.0;0.0;484;0;0.0;0.0266;188;176
labtop;41;0.01;1;5.599199772;0.466599981;0.009270198;604;1;5.599199772;0.3905;105;12
labs;44;0.01;1;32.129798889;1.460445404;0.064517668;498;1;32.129798889;0.4536;97;22
lab;21;0.0;0;0.0;0.0;0.0;418;0;0.0;0.2039;103;73
la zoo;84;0.002;2;10.582999706;0.03624315;0.002201123;4808;2;10.582999706;0.1028;817;292
la quinta;63;0.016;4;78.54430151;1.106257768;0.067886172;1157;3;53.090301037;0.2571;245;71
la jolla;28;0.019;2;26.799999237;0.687179468;0.033209417;807;2;26.799999237;0.2593;108;39
la fitness;46;0.0;0;0.0;0.0;0.0;5779;0;0.0;0.0457;1007;413
la fit;3;0.0;0;0.0;0.0;0.0;359;0;0.0;0.0194;155;137
la;177;0.0;1;-29.899799347;-0.007314041;-0.002550089;11725;1;66.468803406;0.0379;4667;4088
l;129;0.0;0;0.0;0.0;0.0;19111;0;0.0;0.0145;8894;7814
kysse;71;0.0;0;0.0;0.0;0.0;478;0;0.0;0.7474;95;40
kybella;1037;0.004;8;1232.889778137;1.37140131;0.125064899;9858;7;995.082374573;0.457;2269;899
ky;29;0.0;0;0.0;0.0;0.0;727;0;0.0;0.1142;254;224
kwik kar;52;0.047;8;148.659800529;2.25242122;0.175306369;848;6;108.533100128;0.3077;169;66
kwik;46;0.024;3;59.376800537;0.791690674;0.125798306;472;4;78.189901352;0.368;125;75
kumon;4;0.0;0;0.0;0.0;0.0;367;0;0.0;0.058;69;35
kume;111;0.083;12;221.946296692;2.959283956;0.381351025;582;12;221.946296692;0.7708;144;75
kualoa ranch;42;0.0;0;0.0;0.0;0.0;2604;0;0.0;0.0845;497;175
ku;0;0.005;1;164.479797363;0.874892539;0.301797793;545;1;164.479797363;0.0;200;188
ktr;35;0.028;6;67.194599152;0.65877058;0.080957348;830;6;67.194599152;0.1643;213;102
krispy;260;0.081;30;62.999997139;0.201923068;0.137254896;459;31;65.099997044;0.7027;370;312
kris;181;0.057;20;41.999998093;0.136807811;0.075539565;556;21;44.099997997;0.5127;353;307
kpot;21;0.013;3;5.850000143;0.051315791;0.006216791;941;3;5.850000143;0.0882;238;114
kosher;41;0.0;0;0.0;0.0;0.0;1217;0;0.0;0.1925;213;83
korean spa;430;0.003;6;151.500697136;0.23896009;0.012265277;12352;8;175.949397087;0.1969;2184;634
korean skincare;18;0.0;0;0.0;0.0;0.0;533;0;0.0;0.2432;74;22
