query,location_canonical,kind,state,lat,lon,population,confidence
georgia ren faire,Georgia,state,GA,,,0,0.93
speed dating atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
georgia real,Georgia,state,GA,,,0,0.93
sphere las. vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
france flight,,,,,,0,0.0
pressure washing dallas ga area,Dallas,city,GA,33.92371,-84.84077,12870,0.95
georgia aqarium,Georgia,state,GA,,,0,0.93
atlanta l,Atlanta,city,GA,33.749,-84.38798,510823,0.95
parking paeking at atlanta airportat atlanta hotel,Atlanta,city,GA,33.749,-84.38798,510823,0.95
fair atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
jardin botánico atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"tampa bay, fl lunch",Tampa,city,FL,27.94752,-82.45843,414547,0.95
food lithonia,,,,,,0,0.0
boston duck tour,Boston,city,MA,42.35843,-71.05977,653833,0.95
colorado,Colorado,state,CO,,,0,0.93
"charleston,sc",Charleston,city,IL,39.49615,-88.17615,21196,0.95
georgia real estate,Georgia,state,GA,,,0,0.93
north palm beach,North Palm Beach,city,FL,26.81756,-80.08199,12015,0.95
juvaderm atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
chriatmas lights,,,,,,0,0.0
"atlanta, ga",Atlanta,city,GA,33.749,-84.38798,510823,0.95
orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
white water georgia,Georgia,state,GA,,,0,0.93
massage dallas ga,Dallas,city,GA,33.92371,-84.84077,12870,0.95
six flags atlanta ga,Atlanta,city,GA,33.749,-84.38798,510823,0.95
ocala florida,Ocala,city,FL,29.1872,-82.14009,58218,0.95
mountaisia,,,,,,0,0.0
atlanta history center,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"cancun, mexico",Mexico,city,MO,39.16976,-91.88295,11660,0.95
"trussville, al",Trussville,city,AL,33.61983,-86.60888,21023,0.95
panama city beach activities,Panama City Beach,city,FL,30.17659,-85.80549,12624,0.95
space center in florida,Florida,state,FL,,,0,0.93
nasville,,,,,,0,0.0
kids deals georgia,Georgia,state,GA,,,0,0.93
the rocky horror picture show 50th anniversary with brad and magenta,Anderson,city,SC,34.50344,-82.65013,27335,0.9
georgia aquarium parking,Georgia,state,GA,,,0,0.93
family fun denver colorado,Denver,city,CO,39.73915,-104.9847,729019,0.95
atlanta jazz clubs,Atlanta,city,GA,33.749,-84.38798,510823,0.95
panama city,Panama City,city,FL,30.15946,-85.65983,38286,0.95
things to do with kids atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
tour of atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
miami bus tours,Miami,city,FL,25.77427,-80.19366,487014,0.95
newyork city,,,,,,0,0.0
orlando resort,Orlando,city,FL,28.53834,-81.37924,334854,0.95
van gogh atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta braves,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"botanucal gardens, atlanta, ga",Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta airport,Atlanta,city,GA,33.749,-84.38798,510823,0.95
california psychics,California,city,MD,38.3004,-76.50745,11857,0.95
dermatology specialists of atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta lipo,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"atlanta,ga helicopter",Atlanta,city,GA,33.749,-84.38798,510823,0.95
costa rica,,,,,,0,0.0
hotels in jamaica,Jamaica,city,NY,40.69149,-73.80569,216866,0.95
peachy airport parking atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
aruba jet skis,,,,,,0,0.0
knotts,,,,,,0,0.0
couples spa package buford georgia,Buford,city,GA,34.12066,-84.00435,13748,0.95
atv in las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
six fla,,,,,,0,0.0
hotel near niagara falls,Niagara Falls,city,NY,43.0945,-79.05671,48916,0.95
atv tours in las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
pool day pass las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
georgia citypass,Georgia,state,GA,,,0,0.93
scotland,,,,,,0,0.0
santa cruz beachboardwalk,Santa Cruz,city,CA,36.97412,-122.0308,64220,0.95
china,,,,,,0,0.0
med card ohio,Ohio,state,OH,,,0,0.93
snorkeling san juan,San Juan,city,TX,26.18924,-98.15529,36556,0.95
jacksonville,Jacksonville,city,AL,33.81382,-85.7613,12222,0.95
things to do in atlanta ga,Atlanta,city,GA,33.749,-84.38798,510823,0.95
miami heat tickets,Miami,city,FL,25.77427,-80.19366,487014,0.95
magic kingdom,,,,,,0,0.0
waldorf astoria atlanta buckhead spa…,Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta hawks,Atlanta,city,GA,33.749,-84.38798,510823,0.95
miami boat,Miami,city,FL,25.77427,-80.19366,487014,0.95
san juan ho5,San Juan,city,TX,26.18924,-98.15529,36556,0.95
chicago 360,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"hotels in carrollton,ga",Carrollton,city,GA,33.58011,-85.07661,26203,0.95
atlanta sightsee,Atlanta,city,GA,33.749,-84.38798,510823,0.95
tatto removal,,,,,,0,0.0
myrtle beach safari,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
north carolina,North Carolina,state,NC,,,0,0.93
dinner in the sky dubai,Sandusky,city,OH,41.44894,-82.70796,25212,0.9
dublin,Dublin,city,GA,32.54044,-82.90375,16197,0.95
mrtle beach,,,,,,0,0.0
nashville tn,Nashville,city,TN,36.16589,-86.78444,689447,0.95
flowers to ship to canada,,,,,,0,0.0
universal florida,Florida,state,FL,,,0,0.93
myrtle beach hilton,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
columbia,Columbia,city,IL,38.44366,-90.20122,10191,0.95
"seattle, wa",Seattle,city,WA,47.60621,-122.33207,780995,0.95
houston,Houston,city,TX,29.76328,-95.36327,2314157,0.95
san antonio city pass,San Antonio,city,TX,29.42412,-98.49363,1526656,0.95
zerona,,,,,,0,0.0
hotels in dallas,Dallas,city,GA,33.92371,-84.84077,12870,0.95
roundrock texas,Texas,state,TX,,,0,0.93
georgetown texas,Georgetown,city,GA,31.98326,-81.22733,11823,0.95
rome italy,Rome,city,GA,34.25704,-85.16467,36323,0.95
oil change in austin,Austin,city,TX,30.26715,-97.74306,974447,0.95
dallas king spa,Dallas,city,GA,33.92371,-84.84077,12870,0.95
texas toy,Texas,state,TX,,,0,0.93
facials austin texas,Austin,city,TX,30.26715,-97.74306,974447,0.95
south texas botanical gardern,Texas,state,TX,,,0,0.93
louisiana realestate,Louisiana,state,LA,,,0,0.93
new york coty,York,city,PA,39.9626,-76.72774,43992,0.95
texas spa castle,Texas,state,TX,,,0,0.93
dallas zoo,Dallas,city,GA,33.92371,-84.84077,12870,0.95
museum of illusions chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
pompei,,,,,,0,0.0
segway tour. washington d.c,Washington,city,DC,38.89511,-77.03637,689545,0.9
"cedar park, texas",Cedar Park,city,TX,30.5052,-97.82029,65945,0.95
la,,,,,,0,0.0
food allergy cooking class  toledo oh,Toledo,city,OH,41.66394,-83.55521,265638,0.95
decatur texas,Decatur,city,AL,34.60593,-86.98334,55437,0.95
typhoon texas,Texas,state,TX,,,0,0.93
"legoland, houston",Houston,city,TX,29.76328,-95.36327,2314157,0.95
texas tubes,Texas,state,TX,,,0,0.93
disney florida,Florida,state,FL,,,0,0.93
miami beach,Miami Beach,city,FL,25.79065,-80.13005,92312,0.95
photo booth texas,Texas,state,TX,,,0,0.93
six flags fiesta texas,Texas,state,TX,,,0,0.93
teleflora mothers day floral bouquets,Dayton,city,OH,39.75895,-84.19161,135512,0.9
vagina  bras,,,,,,0,0.0
texas driver's ed,Texas,state,TX,,,0,0.93
circadia,,,,,,0,0.0
dallas botanical,Dallas,city,GA,33.92371,-84.84077,12870,0.95
texas state tubes san marcos,San Marcos,city,TX,29.88327,-97.94139,60684,0.95
waterpark texas,Texas,state,TX,,,0,0.93
all inclusive hotel in miami,Miami,city,FL,25.77427,-80.19366,487014,0.95
chicago architecture,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"texas real estate licensing course, 100% online",Texas,state,TX,,,0,0.93
bastrop texas,Bastrop,city,LA,32.77828,-91.91144,10713,0.95
pegosa springs,,,,,,0,0.0
chicago deals,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
dallas water park,Dallas,city,GA,33.92371,-84.84077,12870,0.95
texas aquarium,Texas,state,TX,,,0,0.93
aquarium of the pacific,,,,,,0,0.0
long beach,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
los angeles california,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
hurricane harbor los angeles,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
laguna beach,Laguna Beach,city,CA,33.54225,-117.78311,23365,0.95
santa cruz,Santa Cruz,city,CA,36.97412,-122.0308,64220,0.95
santa moica bus tours,,,,,,0,0.0
las vegas nv,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
santa monica,Santa Monica,city,CA,34.01949,-118.49138,93220,0.95
great wolf lodge california,California,city,MD,38.3004,-76.50745,11857,0.95
jamaica negril,Jamaica,city,NY,40.69149,-73.80569,216866,0.95
water park atlantic city,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
lutherville maryland,Maryland,state,MD,,,0,0.93
san jaun,San Diego,city,CA,32.71571,-117.16472,1404452,0.9
hotels in columbia md,Columbia,city,IL,38.44366,-90.20122,10191,0.95
"arlington, va",Arlington,city,TN,35.2962,-89.66147,11625,0.95
turkey hill,New Providence,city,NJ,40.69843,-74.40154,12469,0.9
clearwater florida,Clearwater,city,FL,27.96585,-82.8001,117292,0.95
great wolf lodge maryland,Maryland,state,MD,,,0,0.93
"easton, md",Easton,city,MD,38.77428,-76.07633,16617,0.95
getaways beach,,,,,,0,0.0
"baltimore, md",Baltimore,city,MD,39.29038,-76.61219,585708,0.95
golf maryland,Maryland,state,MD,,,0,0.93
venice,Venice,city,FL,27.09978,-82.45426,22211,0.95
atlantic city nj,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
new york hotel,York,city,PA,39.9626,-76.72774,43992,0.95
korea,,,,,,0,0.0
delaware  rehobeth beach,Delaware,city,OH,40.29867,-83.06797,37995,0.95
"baltimore, maryland",Baltimore,city,MD,39.29038,-76.61219,585708,0.95
activities maryland,Maryland,state,MD,,,0,0.93
pergola,,,,,,0,0.0
trampoline places middle river,Middle River,city,MD,39.33427,-76.43941,25191,0.95
restaurants near baltimore,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
maryland state safety,Maryland,state,MD,,,0,0.93
houston texas,Houston,city,TX,29.76328,-95.36327,2314157,0.95
cryotherapy in baltimore md,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
virginia group watersports,Virginia,state,VA,,,0,0.93
kobe restraunt,,,,,,0,0.0
ocean city boat,Ocean City,city,NJ,39.27762,-74.5746,11355,0.95
spas in baltimore city,Baltimore,city,MD,39.29038,-76.61219,585708,0.9
"myrtle beach, sc",Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
balkan springs,,,,,,0,0.0
hersey parkocean city maryland,Maryland,state,MD,,,0,0.93
maryland beaches,Maryland,state,MD,,,0,0.93
new york cory restaurants,York,city,PA,39.9626,-76.72774,43992,0.95
maryland zoo,Maryland,state,MD,,,0,0.93
day trip to capri italy,Dayton,city,OH,39.75895,-84.19161,135512,0.9
maryland weed license renewal,Maryland,state,MD,,,0,0.93
ellicott city md,Ellicott City,city,MD,39.26733,-76.79831,65834,0.95
bogg beach tote,,,,,,0,0.0
charleston sc,Charleston,city,IL,39.49615,-88.17615,21196,0.95
great wolfe lodge maryland,Maryland,state,MD,,,0,0.93
kidzville,,,,,,0,0.0
resorts virginia,Virginia,state,VA,,,0,0.93
hilton pennsylvania,Pennsylvania,state,PA,,,0,0.93
the grove waterpark orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
seoul korea horels,,,,,,0,0.0
virginia beach va,Virginia Beach,city,VA,36.85293,-75.97799,454808,0.95
baltimore blast,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
romatic getaway in maryland,Maryland,state,MD,,,0,0.93
kent island resort,Kent,city,OH,41.15367,-81.35789,29810,0.95
new york bus,York,city,PA,39.9626,-76.72774,43992,0.95
maryland city,Maryland City,city,MD,39.09205,-76.81775,16093,0.95
"dog groomers in baltimore, md",Baltimore,city,MD,39.29038,-76.61219,585708,0.95
parking near cfg areana,,,,,,0,0.0
savannah georgia,Georgia,state,GA,,,0,0.93
hotels in harrisburg pa,Harrisburg,city,NC,35.32395,-80.65784,14539,0.95
wainright wheel alignment berlin md,North Canton,city,OH,40.87589,-81.40234,17441,0.9
virginia safari park,Virginia,state,VA,,,0,0.93
chesapeake beach water park,Chesapeake,city,VA,36.81904,-76.27494,235429,0.95
go city las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
"roller skating / york, pa",York,city,PA,39.9626,-76.72774,43992,0.95
maryland science centert,Maryland,state,MD,,,0,0.93
cotsco,,,,,,0,0.0
"detroit, mi",Detroit,city,MI,42.33143,-83.04575,645705,0.95
delaware,Delaware,city,OH,40.29867,-83.06797,37995,0.95
"greensboro, nc",Greensboro,city,NC,36.07264,-79.79198,285342,0.95
plumpton park,,,,,,0,0.0
grand prix myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
thai massage in virginia,Virginia,state,VA,,,0,0.93
las vegas activites,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
bulldog tours charleston,Charleston,city,IL,39.49615,-88.17615,21196,0.95
aeria,,,,,,0,0.0
spa on the boulevard abingdon maryland,Maryland,state,MD,,,0,0.93
virgins beach,,,,,,0,0.0
netflix,,,,,,0,0.0
hotels in baltimore maryland,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
plumpton park zoo,,,,,,0,0.0
tour bus new york,York,city,PA,39.9626,-76.72774,43992,0.95
plumpton,,,,,,0,0.0
north myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
philadelphia museum of art,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
sizzling bombay,,,,,,0,0.0
fun things to do in baltimore in may,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
washington post subscription,Washington,city,DC,38.89511,-77.03637,689545,0.95
baltimore county,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
atlantic city hotels,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
harbor east,,,,,,0,0.0
nucci,,,,,,0,0.0
"car wash, maryland",Maryland,state,MD,,,0,0.93
fourth dimension frederick maryland,Frederick,city,MD,39.41427,-77.41054,69479,0.95
rehoboth beach delaware hotels,Delaware,city,OH,40.29867,-83.06797,37995,0.95
panama city panama,Panama City,city,FL,30.15946,-85.65983,38286,0.95
city tours in baltimore,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
niagara falls canada,Niagara Falls,city,NY,43.0945,-79.05671,48916,0.95
japan,,,,,,0,0.0
seattle city pass,Seattle,city,WA,47.60621,-122.33207,780995,0.95
lux medspa brickell miami,Miami,city,FL,25.77427,-80.19366,487014,0.95
comedy atlantic city,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
the pearl spa columbia,Pearl,city,MS,32.27459,-90.13203,26462,0.95
africa,,,,,,0,0.0
rotunda,,,,,,0,0.0
new york tours,York,city,PA,39.9626,-76.72774,43992,0.95
pittsburgh,Pittsburgh,city,PA,40.44062,-79.99589,304391,0.95
polynesian fire show myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
vienna,Vienna,city,VA,38.90122,-77.26526,16522,0.95
travel dubai,,,,,,0,0.0
ellis island,,,,,,0,0.0
"columbia, md",Columbia,city,IL,38.44366,-90.20122,10191,0.95
toronto to punta cana,,,,,,0,0.0
"tampa bay, florida",Tampa,city,FL,27.94752,-82.45843,414547,0.95
restaurant deal markham,Markham,city,IL,41.59365,-87.69477,12682,0.95
"jasper, alberta",Jasper,city,AL,33.83122,-87.27751,14071,0.95
santa’s  illage,,,,,,0,0.0
boston flight and hotel,Boston,city,MA,42.35843,-71.05977,653833,0.95
acadiana zoo,,,,,,0,0.0
new orleans tours,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
architecture toir chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
new orleans aquarium,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
"galveston, texas",Galveston,city,TX,29.30135,-94.7977,50180,0.95
aquarium new orleans,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
las vegas sling shot,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
new orleans hotel,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
denver zoo,Denver,city,CO,39.73915,-104.9847,729019,0.95
pamana city beach,,,,,,0,0.0
legoland  new york,York,city,PA,39.9626,-76.72774,43992,0.95
louisiana real estate license,Louisiana,state,LA,,,0,0.93
four seasons new orleans,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
louisiana real estate,Louisiana,state,LA,,,0,0.93
perdido key florida,Florida,state,FL,,,0,0.93
pensacola beach bike rentals,Pensacola,city,FL,30.42131,-87.21691,53724,0.95
zurich,,,,,,0,0.0
water park in galveston,Galveston,city,TX,29.30135,-94.7977,50180,0.95
el dorado seaside suites,El Dorado,city,AR,33.20763,-92.66627,18386,0.95
orange beach beachfront hotel,Orange,city,TX,30.09299,-93.73655,19347,0.95
steam boat new orleans,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
top gulf,Topeka,city,KS,39.04833,-95.67804,125963,0.9
great wolf lodge houston,Houston,city,TX,29.76328,-95.36327,2314157,0.95
swamp tours louisiana,Louisiana,state,LA,,,0,0.93
texas redorts,Texas,state,TX,,,0,0.93
crayola experience plano texas,Plano,city,TX,33.01984,-96.69889,283558,0.95
"branson, mo",Branson,city,MO,36.64367,-93.21851,11431,0.95
orange beach,Orange,city,TX,30.09299,-93.73655,19347,0.95
palm beach,,,,,,0,0.0
steamboat in new orleans,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
tours in savannah georgia,Georgia,state,GA,,,0,0.93
toledo bend,Toledo,city,OH,41.66394,-83.55521,265638,0.95
aquarium houston,Houston,city,TX,29.76328,-95.36327,2314157,0.95
zoo of acadiana,,,,,,0,0.0
"chicago, il",Chicago,city,IL,41.85003,-87.65005,2664452,0.95
new york city passes,New York City,city,NY,40.71427,-74.00597,8804190,0.95
whitefish montana,Montana,state,MT,,,0,0.93
"new orleans, louisana",New Orleans,city,LA,29.95465,-90.07507,362701,0.95
europe tour,,,,,,0,0.0
mount rushmore,,,,,,0,0.0
"boston,ma",Boston,city,MA,42.35843,-71.05977,653833,0.95
lebanon indian,Lebanon,city,MO,37.6806,-92.66379,14688,0.95
tula spa minneapolis,Minneapolis,city,MN,44.97997,-93.26384,410939,0.95
billings montana zoo,Billings,city,MT,45.78329,-108.50069,117116,0.95
montana,Montana,state,MT,,,0,0.93
things to do orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"leesburg, ga",Leesburg,city,FL,28.81082,-81.87786,21993,0.95
alabama splash adventure,Alabama,state,AL,,,0,0.93
new york pass,York,city,PA,39.9626,-76.72774,43992,0.95
birmingham spa,Birmingham,city,AL,33.52066,-86.80249,196357,0.95
florida beach,Florida,state,FL,,,0,0.93
palm beach tan,Anchorage,city,AK,61.21806,-149.90028,289600,0.9
spas in alabama,Alabama,state,AL,,,0,0.93
alabama adventures,Alabama,state,AL,,,0,0.93
alabama water park,Alabama,state,AL,,,0,0.93
skydive the gulf,,,,,,0,0.0
tennessee weekend packages,Tennessee,state,TN,,,0,0.93
mississippi comic con,Mississippi,state,MS,,,0,0.93
san antonio texas,Texas,state,TX,,,0,0.93
xl beach bag,,,,,,0,0.0
san francisco,San Francisco,city,CA,37.77493,-122.41942,827526,0.95
bamboo rafting cozumel mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
oh yeah tequila tour in guadalajara jalisco,,,,,,0,0.0
tennessee aquarium.,Tennessee,state,TN,,,0,0.93
new orleans parking,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
orlando amusement parks,Orlando,city,FL,28.53834,-81.37924,334854,0.95
let’s play,,,,,,0,0.0
tennessee aquarium,Tennessee,state,TN,,,0,0.93
tennessee riverboat company,Tennessee,state,TN,,,0,0.93
beach rentals in alabama,Alabama,state,AL,,,0,0.93
las vegas strip,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
alabama splash adv,Alabama,state,AL,,,0,0.93
"birmingham,al",Birmingham,city,AL,33.52066,-86.80249,196357,0.95
hotel downtown nashville tn,Nashville,city,TN,36.16589,-86.78444,689447,0.95
casino indiana,Indiana,city,PA,40.62146,-79.15253,14100,0.95
lagoon itah,,,,,,0,0.0
walnut creek,Walnut Creek,city,CA,37.90631,-122.06496,68910,0.95
miami dolphins,Miami,city,FL,25.77427,-80.19366,487014,0.95
idaho massage in boise,Boise,city,ID,43.6135,-116.20345,235684,0.95
salt lake city,Salt Lake City,city,UT,40.76078,-111.89105,215548,0.95
washington,Washington,city,DC,38.89511,-77.03637,689545,0.95
idaho falls hotel,Idaho Falls,city,ID,43.46658,-112.03414,59184,0.95
"boise, idaho",Boise,city,ID,43.6135,-116.20345,235684,0.95
hotel fort hall idaho,Idaho,state,ID,,,0,0.93
idaho falls xoo,Idaho Falls,city,ID,43.46658,-112.03414,59184,0.95
aquarium boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
