name,kind,state,lat,lon,population,variants
North Little Rock,city,AR,34.76954,-92.26709,66504,Argenta|Barling Cross|De Cantillion|De Cantillon|Huntersville|Hunterville|Norda Eta Roko|Nort Litl Rok|Nort-Litl-Rok|bei xiao shi cheng|bei xiao yan cheng|nartha litala raka|noseuliteullog|nosuritorurokku|nwrt lytl rak|nwrt' lytl rwq|nwrth lytl rwk|Норт Литл Рок|Норт-Литл-Рок|Норт-Літл-Рок|נורת' ליטל רוק|نارتھ لٹل راک، آرکنساس|نورت لیتل راک|نورث ليتل روك|नर्थ लिटल रक|ノースリトルロック|北小岩城|北小巖城|北小石城|노스리틀록
Paragould,city,AR,36.0584,-90.49733,27900,Center Hill|PGR|Paraguld|Parmley|The Crossing|baraghwld|paragwld|pyaragolda|Парагулд|باراغولد|پاراگولد|پیراگولڈ، آرکنساس|प्यारागोल्ड
Pine Bluff,city,AR,34.22843,-92.0032,44772,Mount Maria|PBF|Pajn Blaf|bayn blaf|pa'ina blapha|painbeulleopeu|payn blaf  arkanzas|payn blf  arknsas|Пајн Блаф|باين بلاف|پائن بلف، آرکنساس|پاین بلاف، آرکانزاس|पाइन ब्लफ|파인블러프
Rogers,city,AR,36.33202,-94.11854,63159,ROG|Rodzers|Rodzhers|lojeoseu|luo jie si|rajrz  arknsas|rojarsa|rwgrz|rwjrz|Роджерс|Роџерс|راجرز، آرکنساس|روجرز|روگرز|रोजर्स|罗杰斯|로저스
Russellville,city,AR,35.27842,-93.13379,29166,Raselvil|leoselbil|raselabhila|raslfyl|raslwyl|rslwyl  arknsas|Раселвил|راسلفيل|راسلویل|رسلویل، آرکنساس|रसेलभिल|러셀빌
Searcy,city,AR,35.25064,-91.73625,24196,Frankford|SRC|Sersi|seosi|sirsi|syrsy|Серси|Серсі|سيرسي|سیرسی|सीर्सी|서시
Siloam Springs,city,AR,36.18814,-94.5405,16081,Hico|SLG|Sajlom Springs|Sajlom-Springs|Siloam City|sairomusupuringusu|sayaloma springja|saylwm sbrynghz|saylwm sbrynjz|silo'ama springas|sylwam aspryngz|sylwam asprynqz|xi luo ya mu si pu lin si|xi luo ya wen quan|Сайлом-Спрингс|Сайлом-Спрінгс|Сајлом Спрингс|سايلوم سبرينجز|سايلوم سبرينغز|سیلوام اسپرینقز|سیلوام اسپرینگز|सायलोम स्प्रिंग्ज|सिलोआम स्प्रिङ्गस्|サイロームスプリングス|西罗亚温泉|西羅亞姆斯普林斯|西羅亞溫泉
Springdale,city,AR,36.18674,-94.12881,77859,SPZ|Shiloh|Springdejl|Springdejl'|aspryngdyl  arkanzas|sbrynghdl|seupeulingdeil|springadela|supuringuderu|Спрингдейл|Спрингдејл|Спрінгдейль|اسپرینگدیل، آرکانزاس|سبرينغدل|سپرنگڈیل، آرکنساس|स्प्रिङ्गडेल|スプリングデール|스프링데일
Texarkana,city,AR,33.44179,-94.03769,30353,Miller Court House|Teksarkana|Texarcana|tegsakaena|teksarkana|tekusakana|tksarkana|tyksarkana|Тексаркана|تيكساركانا|تکسارکانا|ٹیکسرکینا، آرکنساس|टेक्सार्काना|テクサーカナ|텍사캐나
Van Buren,city,AR,35.43676,-94.34827,23081,Phillips Landing|Van Bjuren|Van-B'juren|Van-Buren|Vanburen|bhyana burena|fan bywryn|vuanbyuren|wn bwrn|Ван Бјурен|Ван-Бурен|Ван-Бьюрен|فان بيورين|ون بورن|भ्यान बुरेन|ヴァンビューレン
West Memphis,city,AR,35.14648,-90.18454,25052,AWM|Arevmtyan Memfis|Campo de Esperanza|Hopeville|Okcidenta Memfiso|Uehst-Memfis|Vest Memfis|Vest-Memfis|mmfys ghrby  arkanzas|uesutomenfisu|vesta memphisa|weseuteumempiseu|wst mmpys|wyst mmfys|xi meng fei si|Вест Мемфис|Вест-Мемфис|Вест-Мемфіс|Уэст-Мемфис|Արևմտյան Մեմֆիս|וסט ממפיס|ممفیس غربی، آرکانزاس|ويست ممفيس|ویسٹ میمفس، آرکنساس|वेस्ट मेम्फिस|ウェストメンフィス|西孟菲斯|웨스트멤피스
Adams Morgan,city,DC,38.9215,-77.0422,15830,adamz mwrgan|adamz mwrqan|ya dang si mo gen|آدامز مورقان|ادامز مورگان|ایڈمز مورگن|亞當斯摩根
Shaw,city,DC,38.91206,-77.02137,17639,xiao qu|שאו|شا، واشنگٹن ڈی سی|شاو|肖區
Washington,city,DC,38.89511,-77.03637,689545,D.C.|District of Columbia|Federal Capital|Federal City|Federal Town|Ouasinkton|Ranatakariahshne|Ranatakariáhshne|Territory of Columbia|Vashington|Vasingtonas|Vasingtonia|Vasingtono|Vaŝingtono|Vašingtonas|WAS|Washington City|Washington D. C.|Washington D.C.|Washington DC|Waszyngton|hua sheng dun te qu|wosingteon D.C.|wosingteon DC|Ουάσιγκτον|Вашингтон|华盛顿特区|워싱턴 D.C.|워싱턴 DC
Bear,city,DE,39.62928,-75.65826,19371,Bear Station
Brookside,city,DE,39.66706,-75.72688,14353,Brookside Park|Bruksajd|brukasa'ida|brwksayd|brwksayd  dlawyr|bu lu ke sai de|burukkusaido|Бруксайд|بروكسايد|بروکساید|بروکساید، دلاویر|ब्रूकसाइड|ブルックサイド|布魯克賽德
Dover,city,DE,39.15817,-75.52437,39403,DOV|Douvur|Dover i Delaware|Dovera|Doveres|Doveris|Doverės|Ntover|doba|dobeo|dobhara|dovar|dovhara|duo fu|dwbr|dwfr|dwwr  dlawr|tovar|Ντόβερ|Довер|Доувър|Դովեր|דאווער|דובר|دوفر|دوور، دلاور|ڈwwr|ڈوور|ڈوور، ڈیلاویئر|डोभर|डोवर्|डोव्हर|दोभर|டோவர்|ドーバー|多佛|도버
Glasgow,city,DE,39.60483,-75.74521,14303,Aikens Tavern|Aikentown|Glasgovo|Glazgo|ge la si ge|ghlasghw|glasago|glasgw|gurasugo|qlasqw  dlawyr|Глазго|غلاسغو|قلاسقو، دلاویر|گلاسگو|گلاسگو، ڈیلاویئر|ग्लासगो|グラスゴー|格拉斯哥
Hockessin,city,DE,39.78761,-75.6966,13527,Hocesion|Hockessing|Khokesin|Occasian|Occasion|Ockession|Okesan|Okeshion|Okesian|Okession|hokesina|Хокесин|होकेसिन
Middletown,city,DE,39.44956,-75.71632,20372,Middle Town|Middleton|Midltaun|mi de er dui|midalata'una|midorutaun|mydltawn  dlawr|myldtawn|Мидлтаун|ميلدتاون|مڈل ٹاؤن، ڈیلاویئر|میدلتاون، دلاور|मिडलटाउन|ミドルタウン|米德尔敦
Milford,city,DE,38.91261,-75.42797,10252,North Milford|South Milford|mi er fu de|milapharda|milpeodeu|mirufodo|mylfwrd|mylfwrd  dlawr|mylfwrd  dlawyr|Милфорд|Мілфорд|ميلفورد|میلفورد، دلاور|میلفورد، دلاویر|میلفورڈ، ڈیلاویئر|मिलफर्ड|ミルフォード|米尔福德|米爾福德|밀퍼드
Newark,city,DE,39.68372,-75.74966,33817,N'juark|New Worke|Niouark|Njuark|Nyuark|n'yu'arka|niu wa ke|nyuaku|nyueokeu|nywark|nywark  dlawr|nywark  dlawyr|Νιούαρκ|Њуарк|Ньюарк|Нюарк|Նյուարկ|ניוארק|نيوارك|نیوآرک، دلاور|نیوارک، دلاویر|نیوارک، ڈیلاویئر|न्युआर्क|ニューアーク|紐瓦克|纽瓦克|뉴어크
Pike Creek Valley,city,DE,39.73622,-75.69827,11217,Pajk-Krik-Velli|payk kryk wly|payk kryk wly  dlawyr|Пайк-Крик-Велли|Пайк-Крік-Веллі|پایک کریک ولی|پایک کریک ولی، دلاویر
Smyrna,city,DE,39.29983,-75.60465,11319,Cross Roads|Duck Creek|Duck Creek Cross Roads|Duck Creek Town|Smirna|smirna|smyrna  dlawr|Смирна|سمرنا، ڈیلاویئر|سميرنا|سمیرنا، دلاور|स्मीर्ना
Wilmington,city,DE,39.74595,-75.54659,70898,Christinahamn|Fort Altena|Fort Christina|ILG|Uilmingtan|Uilmington|Uilmingtun|Vilmington|Vilmingtona|Vilmingtonas|Vilmingtonia|Vilmingtono|Walmington|Willington|Willingtown|Wilmington (Delaware)|Wilmington City|Wilmington i Delaware|uiruminton|vilmingatana|wei er ming dun|wilmingteon|wylmnghtwn|wylmyngtwn|wylmyngtwn  dlawr|Вилмингтон|Вілмінгтон|Уилмингтон|Уилмингтън|Уілмінгтан|וילמינגטון|ويلمنغتون|ویلمینگتون، دلاور|ویلمینگٹن، ڈیلاویئر|विल्मिंगटन|უილმინგტონი|ウィルミントン|威尔明顿|윌밍턴
Allapattah,city,FL,25.81454,-80.22394,54289,Alapatakh|Allapatah|a la pa ta|alapata|alapatah|Алапатах|آلاپاتاه|الاپاتا|阿喇帕塔
Altamonte Springs,city,FL,28.66111,-81.36562,43159,Altamont Springs|Altamonte Spgs|Altamonte-Springs|a er ta meng te si pu lin si|altamonte springas|altamwnt aspryngz  flwryda|altamwnt sbrnghz|Алтамонт Спрингс|Алтамонте-Спрінгс|آلتامونت اسپرینگز، فلوریدا|ألتامونت سبرنغز|अल्तामोन्ते स्प्रिङ्गस्|阿尔塔蒙特斯普林斯
Apollo Beach,city,FL,27.77308,-82.40759,14055,Apollo-Bich|Apolo Bich|a bo luo hai tan|apwlw bych  flwryda|epolo bica|Аполло-Бич|Аполло-Біч|Аполо Бич|آپولو بیچ، فلوریدا|एपोलो बीच|阿波羅海灘
Apopka,city,FL,28.67617,-81.51186,48382,Ahahpopka|a bo ka|abwbka|apoppuka|apwpka  flwryda|epopka|Апопка|آپوپکا، فلوریدا|أبوبكا|ابوبكا|एपोप्का|アポップカ|阿勃卡
Atlantic Beach,city,FL,30.33441,-81.3987,13193,Atlantik Bich|Atlantik-Bic|Atlantik-Bich|Atlantik-Biç|aeteullaentigbichi|atlantyk bych  flwryda|atlantyk bytsh|atorantikkubichi|da xi yang hai tan|etlantika bica|Атлантик Бич|Атлантик-Бич|Атлантик-Біч|Ատլանտիկ Բիչ|אטלנטיק ביץ'|آتلانتیک بیچ، فلوریدا|أتلانتيك بيتش|اتلانتيك بيتش|एट्लान्टिक बीच|アトランティックビーチ|大西洋海滩|애틀랜틱비치
Auburndale,city,FL,28.0653,-81.78869,15035,Oberndejl|abarnadela|ao ben dai er|awbwrndal|obanderu|Оберндейл|Оберндејл|أوبورندال|اوبورندال|اوبورن‌دیل|اوبورن‌دیل، فلوریدا|अबर्नडेल|オーバーンデール|奥本代尔
Aventura,city,FL,25.95648,-80.13921,37649,Adventura|Aventjura|a wen tu la|abenchura|aebeontula|afyntjwra|awntwra  flwryda|ebhencura|Авентура|Авентюра|أفينتجورا|افينتجورا|اونتورا، فلوریدا|एभेन्चुरा|アベンチュラ|阿文图拉|애번투라
Avon Park,city,FL,27.59587,-81.50619,10086,AVO|Ehjvon-Park|Eivon Park|Ejvon Park|Ejvon-Park|afwn bark|awwn park  flwryda|bi hu hua yuan|ebhona parka|Έιβον Παρκ|Ейвон-Парк|Ејвон Парк|Эйвон-Парк|آوون پارک، فلوریدا|أفون بارك|افون بارك|एभोन पार्क|エイヴォン・パーク|碧湖花园
Azalea Park,city,FL,28.54111,-81.30062,12556,Azalija-Park|Azejlija Park|Azelija-Park|azalya park|azalya park  flwryda|ejaliya parka|ying shan hong gong yuan|Азалия-Парк|Азелия-Парк|Азелія-Парк|Азејлија Парк|آزالیا پارک|آزالیا پارک، فلوریدا|एजालिया पार्क|映山紅公園
Bartow,city,FL,27.89641,-81.84314,18972,BOW|Bartou|ba tuo|barato|bartaw  flwryda|bartw|Бартоу|بارتاو، فلوریدا|بارتو|बारटो|巴托
Bayonet Point,city,FL,28.32667,-82.68343,23467,Bajonet Pojnt|Bajonet-Pojnt|baywnt pwynt|baywnt pwynt  flwryda|be'oneta po'inta|ci dao dian|Байонет-Пойнт|Бајонет Појнт|بایونت پوینت|بایونت پوینت، فلوریدا|बेओनेट पोइन्ट|刺刀點
Bayshore Gardens,city,FL,27.42532,-82.59038,16323,
Belle Glade,city,FL,26.68451,-80.66756,18251,Bel Glejd|Bel'-Glejd|bei er ge lai de|bele glyada|bl ghlyd|bl glyd  flwryda|bl jlyd|bl qlyd  flwryda|Бел Глејд|Бель-Глейд|بل جليد|بل غليد|بل قلید، فلوریدا|بل گلید، فلوریدا|बेले ग्ल्याड|贝尔格莱德
Bellview,city,FL,30.46159,-87.31497,23355,Belleview
Bloomingdale,city,FL,27.89364,-82.24037,22711,
Boca Del Mar,city,FL,26.34508,-80.14671,24244,Boka-Del-Mar|Loka Del Mar|boka dela mara|Бока-Дел-Мар|Лока Дел Мар|बोका डेल मार
Boca Raton,city,FL,26.35869,-80.0831,93235,BCT|Boca Ratone|Boca Ratón|Boca de Ratones|Bocaraton|Boka Raton|Boka-Raton|WTA Boca Raton|bo ka la dun|boka retana|bokaleoton|bokaraton|bwka ratwn|bwka ratwn  flwryda|Бока Ратон|Бока-Ратон|באקא ראטאן|بوكا راتون|بوکا راتون، فلوریدا|बोका रेटन|ボカラトン|博卡拉頓|보카러톤
Bonita Springs,city,FL,26.33981,-81.7787,51704,Bonita-Springs|bo ni ta wen quan|bonita springas|bwnyta aspryngz  flwryda|bwnyta sbrnghz|Бонита Спрингс|Боніта-Спрінгс|بونيتا سبرنغز|بونیتا اسپرینگز، فلوریدا|बोनिता स्प्रिङ्गस्|博尼塔温泉
Boynton Beach,city,FL,26.52535,-80.06643,73966,Bojnton Bich|Bojnton-Bich|Boynton|bo yin dun hai tan|bo'inatana bica|bointeonbichi|bwyntwn|bwyntwn bych  flwryda|Бойнтон-Біч|Бојнтон Бич|بوينتون|بوینتون بیچ، فلوریدا|बोइनटन बीच|博因顿海滩|보인턴비치
Bradenton,city,FL,27.49893,-82.57482,54437,Braden Town|Bradentown|Braiden Town|Braidentown|Brejdenton|beuleideunteon|bradenatana|bradntwn|bradntwn  flwryda|bu lei deng dun|bureidenton|Брейдентон|Брејдентон|برادنتون|برادنتون، فلوریدا|ब्राडेनटन|ბრადენტონი|ブレイデントン|布雷登顿|브레이든턴
Brandon,city,FL,27.9378,-82.28592,103483,Brando|Brandun|Branton|Brehndon|Brendon|Brendona|Brendonas|beulaendeu|braindana|brandan|brandwn|brendana|brndwn|brndwn  flwryda|bryandan|bryandana|bu lan deng|burandon|pirantan|Μπράντον|Брандон|Брандън|Брендон|Брэндон|ברנדון|براندون|برندون|برندون، فلوریدا|برینڈن، فلوریڈا|ब्रैंडन|ब्र्यान्डन|ব্রেন্ডন|બ્રેન્ડન|பிராண்டன்|బ్రాండన్|ಬ್ರ್ಯಾಂಡನ್|බ්‍රැන්ඩන්|แบรนดอน|ブランドン|布兰登|布蘭登|브랜드
Brent,city,FL,30.46881,-87.23608,21804,brenta|Брент|ब्रेन्ट
Brownsville,city,FL,25.82176,-80.24116,15313,Braunsvil|Braunsvill|bra'unsabhila|brawnzwyl|brawnzwyl  flwryda|bu lang si wei er|Браунсвил|Браунсвилл|Браунсвілл|براونزویل|براونزویل، فلوریدا|ब्राउन्सभिल|布朗斯維爾|布朗斯维尔
Buenaventura Lakes,city,FL,28.33584,-81.35313,26079,Buehnaventura-Lejks|Buenaventura|Bvejnaventura Lejks|bu you na wen tu la hu|bywnawnchwra lyks|bywnawnchwra lyks  flwryda|Бвејнавентура Лејкс|Буенавентура|Буэнавентура-Лейкс|بیوناونچورا لیکس|بیوناونچورا لیکس، فلوریدا|布尤納文圖拉湖
Callaway,city,FL,30.15298,-85.56993,14405,
Cantonment,city,FL,30.60853,-87.33998,26493,Canton|North Pensacola
Cape Coral,city,FL,26.56285,-81.94953,175229,Cabo Coral|Keip Koralas|Kejp Koral|Kejp Korul|Kejp-Koral|kai pu ke lei er|keipeukoleol|kepa korala|kepukoraru|kyb kwral|kyp kwral  flwryda|qyyp qwrl|Кейп Коръл|Кейп-Корал|Кејп Корал|קייפ קורל|كيب كورال|کیپ کورال، فلوریدا|کیپ کورل، فلوریڈا|केप कोरल|ケープコーラル|開普科勒爾|케이프코럴
Carol City,city,FL,25.94065,-80.2456,63031,
Carrollwood,city,FL,28.05002,-82.49287,33365,Greater Carrollwood
Carrollwood Village,city,FL,28.06752,-82.52093,40949,
Casselberry,city,FL,28.67778,-81.32785,27056,Kaselberi|ka xi bei li|kasylbyry|kslbry  flwryda|kyaselaberi|Каселбери|كاسيلبيري|کسلبری، فلوریدا|क्यासेलबेरी|卡西贝利
Cheval,city,FL,28.14862,-82.51454,10702,Sheval|qi wa er|sebhyala|shywal|shywal  flwryda|Чевал|Шевал|شیوال|شیوال، فلوریدا|शेभ्याल|契瓦爾
Citrus Park,city,FL,28.07835,-82.56982,24252,
Citrus Ridge,city,FL,28.33385,-81.64232,13285,Four Corners
Clearwater,city,FL,27.96585,-82.8001,117292,CLW|Clearwater Harbor|Kliruoter|Klirvoter|Klirvoteris|Kliuruotur|ke li er wo te|keullieowoteo|kliyaravatara|klyrwatr|klyrwatr  flwryda|kuriauota|Клирвотер|Клируотер|Клиъруотър|Клірвотер|كليرواتر|کلیئرواٹر، فلوریڈا|کلیرواتر، فلوریدا|کلیرواٹر|क्लियरवाटर|クリアウォーター|克利爾沃特|클리어워터
Clermont,city,FL,28.54944,-81.77285,32390,Klermont|ke lai meng|kleramonta|klrmwnt  flwryda|klyrmwnt|Клермонт|كليرمونت|کلرمونت، فلوریدا|क्लेरमोन्ट|克莱蒙
Cocoa,city,FL,28.38612,-80.742,17711,COI|Koko|ke ke|koko'a|kwkaw|kwkw  flwryda|Коко|كوكاو|کوکو، فلوریدا|कोकोआ|可可
Cocoa Beach,city,FL,28.32055,-80.60922,11595,COF|Koko Bich|Koko Bijch|Koko-Bich|ke ke bi qi|koko'a bica|kokoabichi|kwkaw bytsh|kwkw bych  flwryda|Коко Бийч|Коко Бич|Коко-Бич|Коко-Біч|كوكاو بيتش|کوکو بیچ، فلوریدا|कोकोआ बीच|ココアビーチ|可可比奇|코코아비치
Coconut Creek,city,FL,26.25175,-80.17894,59302,Kokonat Krik|Kokonat-Krik|kokonata krika|kwkwnat kryk  flwryda|kwkwnt kryk|ye zi xi|Коконат Крик|Коконат-Крік|كوكونت كريك|کوکونات کریک، فلوریدا|کوکونٹ کریک، فلوریڈا|कोकोनट क्रीक|椰子溪
Coconut Grove,city,FL,25.7126,-80.25699,20076,Bay Heights|Cocoanut Grove|Kokonat-Grov|ye lin|Коконат-Гров|מיאמי/קוקונט גרוב|ココナッツ・グローヴ|椰林
Conway,city,FL,28.50278,-81.33062,13467,Konvej|kang wei|kanve|kanwy|kanwy  flwryda|Конвей|Конвеј|کانوی|کانوی، فلوریدا|کونوے، فلوریڈا|कन्वे|康韋
