fourgram,tfidf
back at pies pints,1.1121169139248262e-05
back at primo hoagies,1.1122058131388957e-05
back at rosatis pizza,1.0843111966496604e-05
back brake pad replacement,3.939759471945896e-05
back facial up to,3.3264715706348155e-05
back the clock on,1.106668562640192e-05
balance health and wellness,1.2867887767373532e-05
balance health wellness center,1.2072332739989034e-05
bar cash back at,5.3394294832812235e-05
bar grill cash back,2.509775306778642e-05
bar with up to,1.7015666073252647e-05
baron steak seafood restaurant,1.1052017807807062e-05
based on two guests,2.5026055342497526e-05
basic party package for,5.2121085823271054e-05
basketball hall of fame,1.0903065294315526e-05
battery with installation 36month,1.0246917270181931e-05
bbq cash back at,1.4701015795969357e-05
be green carpet cleaning,1.031624165657076e-05
be rejuved wellness studio,1.015465380158975e-05
beach fl pet friendly,1.5358564657935163e-05
beautiful you day spa,1.0294654224899698e-05
beauty and skin care,2.678633603379521e-05
beauty and weight loss,1.2569682059933964e-05
beauty and wellness center,1.0858549852432601e-05
beauty bar up to,4.215154699766142e-05
beauty bar with options,1.0675661734761666e-05
beauty bar with up,1.192943820288476e-05
beauty by the bay,1.2815953359937346e-05
beauty center up to,1.1292542324570702e-05
beauty factory boutique spa,1.3965646310419799e-05
beauty health up to,1.13041114155995e-05
beauty lounge up to,2.070534753616509e-05
beauty package with choice,1.7839740484711674e-05
beauty salon and spa,3.709897647543313e-05
beauty salon up to,1.9751598324862987e-05
beauty spa up to,3.571612348954301e-05
beauty studio up to,2.0640686819154195e-05
beauty up to 37,1.1980664760337387e-05
beauty up to 50,1.3550091912075487e-05
beauty up to 55,1.4263183900999479e-05
beauty up to 60,1.0461181435447841e-05
beauty with up to,1.9587846505634066e-05
behind the wheel driving,2.7421071398989715e-05
believe it or not,2.8290295468639188e-05
bella mar day spa,1.148246813080307e-05
bella sol med spa,1.2286361234586952e-05
bella vita medi spa,1.0948321602877005e-05
best price on juvederm,1.2530808125615597e-05
bev and vicky beauty,1.300511592289115e-05
beverly hills aesthetic medics,1.0356117089506555e-05
beverly hills institute of,1.3719135669080818e-05
beverly hills plastic surgeons,1.027732136996012e-05
beverly hills rejuvenation center,0.00011913918366643038
beyond face and body,1.3295327186912592e-05
beyond juicery and eatery,1.9131954316427653e-05
big air trampoline park,2.1003517791770932e-05
big rays express lube,1.895852884928248e-05
bike rental central park,1.3025893512707106e-05
bikini and brazilian waxing,1.1013428988010389e-05
bikini or brazilian wax,1.8061742061741348e-05
bikini or brazilian waxing,1.205351383821776e-05
bikini wax up to,1.517204951885779e-05
bikini waxing at the,1.4534596046968106e-05
bikini waxing session at,1.1237408457165935e-05
bikini waxing session experience,2.0553393042013728e-05
bikini waxing session up,2.278036583485222e-05
bikini waxing sessions up,1.1347569830813757e-05
bikini waxing up to,1.0898205559219275e-05
birthday party package for,1.055385529443269e-05
bistro cash back at,1.609289049944915e-05
blend oil change oil,2.8297299848069375e-05
blend oil change synthetic,2.181052163234688e-05
blend oil change up,1.216826811536803e-05
blend oil change valid,1.042310988083619e-05
blend oil change with,2.8761951622279815e-05
blend or full synthetic,5.1265900616551325e-05
blend or synthetic oil,2.0744865866439657e-05
blow dry and style,1.5529558114940605e-05
blow dry blow out,2.6555487599119493e-05
blow dry up to,2.9903850432305948e-05
blowdry transform your look,1.1312990719282157e-05
blowout treatment up to,1.0112012171021751e-05
blowout with deep conditioning,2.410467587954124e-05
blowouts with deep conditioning,1.199182784950289e-05
boat rental for up,1.3413185469978658e-05
body and foot massage,2.5497378402871994e-05
body and soul medical,1.3421361680936298e-05
body areas with up,1.4098250821612035e-05
body contouring and laser,1.2391117252731727e-05
body contouring up to,1.73756067029543e-05
body contouring with up,1.6385413003051104e-05
body laser hair removal,1.6618863825782242e-05
body massage and facial,1.4708324414777457e-05
body massage hot stone,1.1018493843603677e-05
body massage hot stones,1.2458078894246196e-05
body massage up to,4.230200882440718e-05
body massage with aromatherapy,2.898246892473106e-05
body massage with essential,4.7338946323584686e-05
body massage with hot,0.00012750255554387884
body red light therapy,1.549035139469199e-05
body scrub up to,1.0228354741171028e-05
body sculpt by celine,1.2553144408951133e-05
body sculpting and skin,1.2662024654540005e-05
body sculpting sessions at,1.0180681186610967e-05
body sculpting sessions discover,1.0880192434987302e-05
body sculpting sessions experience,1.8459991323367362e-05
body sculpting sessions up,1.90082534809904e-05
body sculpting sessions with,1.1585041755795514e-05
body sculpting up to,2.075455411508555e-05
body sculpting with up,1.0106756424986153e-05
body with one or,1.2667886833938898e-05
body with up to,2.0479711877378e-05
body wrap up to,1.2407866361830316e-05
bodywork with hot stone,1.0561640899422831e-05
book now for an,3.7265086474762155e-05
book now for memorable,1.2756653389604672e-05
booking round of golf,0.0017061666585776473
boos and booze haunted,1.4706019584870846e-05
boos ghost walking tour,1.9778784217126905e-05
boosie plies more on,1.0637176263079978e-05
boost your energy with,1.0224629048475905e-05
boot camp classes for,1.0454271816548767e-05
booze and boos ghost,1.9778784217126905e-05
booze haunted pub crawl,1.7221489903996625e-05
born again doctormedical center,1.2380695371396947e-05
both eyes 1000 off,2.6420874679271582e-05
both eyes at the,2.6420874679271582e-05
botox 20 or 40,1.3984779788111697e-05
botox 20 units of,1.8605284009258896e-05
botox at lightrx up,1.2517635219273627e-05
botox for one area,3.4332500459127396e-05
botox up to 20,1.4644101576531653e-05
boutique with up to,1.0373415114947666e-05
bow wow rick ross,1.849521953080659e-05
bowling shoe rental for,1.3337571297694713e-05
bowling with shoe rental,1.1618601321023227e-05
box cash back at,2.8861736646471422e-05
boxing or kickboxing classes,1.3579299381639232e-05
brake inspection up to,1.1648845703118384e-05
brake pad and rotor,2.5018198726424893e-05
brake pad replacement at,3.865827341878646e-05
brake pad replacement for,1.4088680380943767e-05
brake pad replacement up,1.401907006483089e-05
brake pad replacement with,1.4725097048350137e-05
brake pads and rotors,1.145574802306708e-05
branded zoom brite smile,1.3258371906644494e-05
brazilian and bikini wax,1.0006009540458701e-05
brazilian and bikini waxing,2.418213533595154e-05
brazilian and underarm wax,1.7688210835830623e-05
brazilian and underarm waxing,1.8878949089328237e-05
brazilian bikini waxing at,0.00014407258263385305
brazilian blowout and haircut,2.020437832437201e-05
brazilian blowout with haircut,1.1384845671246368e-05
brazilian laser hair removal,1.4395460110648394e-05
brazilian or bikini sugaring,2.022134023844411e-05
brazilian or bikini wax,4.923865742926315e-05
brazilian or bikini waxing,0.00014006735794804738
brazilian wax achieve smooth,1.4405318839346582e-05
brazilian wax and spa,1.878227457921769e-05
brazilian wax experience smooth,1.808312441352825e-05
brazilian wax get smooth,1.069025262346885e-05
brazilian wax options up,1.095868966808436e-05
brazilian wax up to,9.849608133077289e-05
brazilian waxes up to,2.1148349482028476e-05
brazilian waxing options up,1.109374779990824e-05
brazilian waxing options with,1.403909221966106e-05
brazilian waxing services with,1.1661007838579446e-05
brazilian waxing session achieve,1.1021068886923233e-05
brazilian waxing session at,1.3693179858866037e-05
brazilian waxing session enjoy,1.045345628968922e-05
brazilian waxing session experience,2.7233403437076127e-05
brazilian waxing session up,2.7934304871110454e-05
brazilian waxing sessions at,1.9467174684097104e-05
brazilian waxing sessions up,2.131578435359396e-05
brazilian waxing sessions with,1.0577974272389124e-05
brazilian waxing up to,1.4048060008948546e-05
brighten your smile with,2.2798854202609932e-05
brixx wood fired pizza,1.3340242639290937e-05
brotherhood of rock tour,2.3111465007870317e-05
brow lamination and tint,1.5955301580671327e-05
brow lamination up to,1.60000958988757e-05
brow lamination with optional,1.2339665909524718e-05
brow lamination with tint,2.249179792733157e-05
brow wax and tint,1.2846260407282537e-05
brow wax up to,1.1437006027386517e-05
brows up to 50,1.2158210574002557e-05
brows with up to,2.203663672902659e-05
building from paintball tickets,1.5950614301500664e-05
burhani laser med spa,1.28794931802162e-05
butt lift options with,1.2977051002749746e-05
buy one get one,1.4079606498421111e-05
buy one voucher per,2.157921869363975e-05
by operation city quest,3.852489731260924e-05
cabins in pigeon forge,1.0201450886431974e-05
cafe cash back at,5.9214172355604526e-05
california king comforter set,1.1054291509273678e-05
candela laser hair removal,1.050238252334821e-05
canvas fluid art experience,2.5590765035038026e-05
car battery with installation,1.0246917270181931e-05
car detail washwax at,1.2525359886657069e-05
car wash and detailing,1.162890487642861e-05
car wash detail center,1.0299259812992532e-05
car wash up to,1.8405437399691998e-05
card 50 or 100,0.00017310201927897255
care up to 50,1.3869071542933921e-05
care with up to,2.4805469282393493e-05
carneros della notte 198,1.014595128562767e-05
carpet and upholstery cleaning,2.6848512676040057e-05
carpet cleaning for five,1.682890794129274e-05
carpet cleaning for rooms,3.3124343539192356e-05
carpet cleaning for three,3.244242928648696e-05
carpet cleaning for up,1.686415178170154e-05
carryout valid any day,1.3332007146838785e-05
cash back at bareburger,1.0838782715497151e-05
cash back at beyond,1.0192201894554794e-05
cash back at big,1.831851369636649e-05
cash back at cafe,2.2242465087822043e-05
cash back at casa,1.425273611167705e-05
cash back at culvers,1.3971517847418218e-05
cash back at dennys,5.022889815024987e-05
cash back at el,6.891106045441364e-05
cash back at firehouse,2.6245317743017366e-05
cash back at fish,1.0281846194364149e-05
cash back at grimaldis,1.6639453054181926e-05
cash back at hook,1.3361920203259348e-05
cash back at ihop,3.2344251476278096e-05
cash back at jack,6.740871935277013e-05
cash back at jersey,2.0421909129215113e-05
cash back at jets,1.215790773832419e-05
cash back at la,4.222895597370057e-05
cash back at local,1.2263976717257197e-05
cash back at los,2.430824136853492e-05
cash back at marcos,1.991748891795383e-05
cash back at minskys,2.3571882540232655e-05
cash back at noodles,2.045885727366527e-05
cash back at outback,6.30905005064794e-05
cash back at pies,1.2558565313914028e-05
cash back at pizza,1.4485389233887664e-05
cash back at primo,1.2592095402522393e-05
cash back at red,2.0649912956618756e-05
cash back at rosatis,1.3086228010172388e-05
cash back at salata,1.1641859356618585e-05
cash back at sushi,2.1737368869626815e-05
cash back at taco,1.664179750794797e-05
cash back at thai,2.6535146912048566e-05
cash back at the,0.00016114020451324165
cash back at tropical,1.181790931957485e-05
cash back at yolk,1.2464654535325687e-05
castrol premium lube express,1.0399357303572856e-05
casual dining 10 for,5.600860819325106e-05
casual dining 15 for,0.00010411267451122663
casual dining also valid,1.9683652684099883e-05
catalina island golf cart,1.0310331051488485e-05
catalina island off road,1.0898550843922431e-05
cattle baron steak seafood,1.1052017807807062e-05
cavitation fat and cellulitereduction,1.686799036085093e-05
cavitation treatments with up,1.3194306931904817e-05
cell phone repair at,1.1747069824558595e-05
cellulite reduction up to,1.0123786685541387e-05
cellulite reduction with up,1.0334277788712305e-05
center offering up to,1.5038398196909915e-05
center save up to,1.4255242745052952e-05
center up to 50,1.2095612247727375e-05
center up to 55,1.4424400565890922e-05
center with options for,1.5687789778135154e-05
center with up to,4.292359544899784e-05
central park horse carriage,1.3150661351009241e-05
central park pedicab tours,1.0316676114414077e-05
centre of excellence online,1.4742100471702532e-05
certification course up to,1.2397437224800639e-05
change and tire rotation,2.1767919567170813e-05
change at valvoline instant,4.639419285339554e-05
change does not apply,1.1348031273349869e-05
change full service at,1.540265250571648e-05
change full synthetic oil,1.0417298092063298e-05
change oil change services,4.2610326947909366e-05
change services at valvoline,4.2610326947909366e-05
change synthetic blend or,2.6957576047972916e-05
change up to 25,7.447550488784047e-05
change up to 31,1.4821301709913296e-05
change up to 40,1.1260504876330112e-05
change up to 42,1.057119741606708e-05
change valid only at,1.1708883842451698e-05
change valvoline instant oil,1.0481737394105114e-05
change with filter replacement,2.865906297711226e-05
change with oil filter,1.2067550670999485e-05
change with standard filter,1.232230143370023e-05
change with tire rotation,4.368983421280652e-05
chauffeur driven transport by,1.4813682269150637e-05
chemical peel up to,5.192984906395996e-05
chemical peel with microdermabrasion,1.2007770585723393e-05
chemical peels offering up,1.1786323714066304e-05
chemical peels up to,3.270805138957676e-05
chemical peels with up,1.491784390259401e-05
cherry creek medical weight,1.1567576394789675e-05
cherry hill day spa,1.2578604121181315e-05
chest or back wax,2.345361625279363e-05
chicken cash back at,1.2658348887529908e-05
childrens party event at,1.3675380447560491e-05
chimney cleaning and inspection,1.727599467506301e-05
chinese new year of,1.497845633272975e-05
chiropractic and wellness center,2.1427818828823864e-05
chiropractic consultation exam and,2.7158343505247206e-05
chiropractic consultation exam xrays,2.069721915291989e-05
chiropractic package with massage,1.38623782941992e-05
chiropractic package with one,1.8200168497447554e-05
chiropractic with up to,1.0252672333178261e-05
chocolate workers local 464,1.1836238393168898e-05
choice of 60 or,2.4016940052560166e-05
choice of 60minute facial,1.2833127291832057e-05
choice of massage or,1.556036268344846e-05
